text,klass
"La única cosa capaz de subirme el ánimo es ver la película ""El gato"" _EMO",🥺
"¡Hola, _USR Con la novedad que ya tengo tu libro. Lo compré en _USR de #Buenavista. Aún brilla el celofán de la envoltura, pero por poco tiempo. 📚_EMOSólo le faltan algunas palabras de tu puño y letra, pero después de la emergencia.😉 _URL",😊
Llegó el momento de devolver el amor y el cariño que ellas y ellos nos entregan 👵🏽_EMO️👵🏽 #QuédateEnCasa 🏠 #Coronavirus #COVIDー19 #COVID19mx _URL,❤
"Esta etapa de la vida es como cuando intente entrenar box, no aguantaba ni el calentamiento (ahora es ese momento) porque estoy segura que esta madre apenas comienza _EMO #cuarentena",🥺
"Después de largos días, noches, estudios y largas visitas a hospitales y muchos doctores!! Ayer nos dieron la noticia que el Tratamiento médico de mi #Mamá está funcionando, se que el camino aún es largo pero estoy tan agradecida por todas sus oraciones!!🙏_EMO",❤
Milagro en la celda 7? Si quiero llorar me veo las finales que ha perdido mi Cruz Azul _EMO,🥺
"#RetoPositivo🚑🚒🏥 Le pido a las personas que como yo disfruta el ser 👩🏻‍⚕️ #Medico ,#Paramédico 🚑 ,ser 🚒 #Bombero, _EMO #Enfermera,🏥 , que se unan a publicar una foto siendo felices con su uniforme. Solo una foto, sin… _URL",❤
"_USR Eres preciosa, con todo y tu nariz chueca _EMO️ _URL",❤
"Lo único que me relaja un poco es escuchar la VN de bruno diciendo ""Miguelin"" _EMO💕",😭
_USR +2 kgs⬆️ apenas en la primer semana y según yo le he medido a mi alimentación 😥_EMO,😭
Mi papá: ¿Qué traes en la cara? Yo: granos. Gracias por pregunta _EMO,😭
"_USR TE AMO tanto, mi Oruguita, real tú fuiste quien me sacó de donde creí nunca saldría (tal vez si no hubieras estado ahí no hubiera salido), gracias por ser y estar_EMO",❤
Día 1 de cuarentena: me quitan muelas de juicio y no podré comer nada en 3 semanas _EMO _URL,😭
"_USR Te mandé un DM, hermoso. Espero y lo leas ☺️_EMO️🥁",❤
"#buenasnoches #goodevening #musicaagropecuaria #riciimoment #riciiardo #riciimx #pdc #smile_EMO #very happy en Quintana Roo, Mexico _URL",😊
"_USR Mi hermosa, la más preciosa. Te mandé un DM. Espero que lo leas. ☺️🥁_EMO️",❤
"No lo sé amiguis, necesito real NE-CE-SI-TO, unas vacaciones de ni-ni, pero nadie me mantiene _EMO ¿Cómo es que puedo lograr esas necesidad?",🥺
Alguien tendrá un perreo intenso en el baño. ¡Bye! 🧖🏽‍♀️ _EMO️,❤
"La soledad no me asustaaaa pero, dormir solo no me asuustaaaaa 🎶🎶_EMO️",❤
"_USR _USR Que no se awite el nene, acá también hay desmadre para todos, griffindor también son bienvenidos💙_EMO💛💚",❤
Ya chingué sí es que puedo hacer más de 5 burpees_EMO,🥺
_USR La casa de cera _EMO... Ah no verdad? Mmm la casa que invaden Joe y Clementine en Eternal Sunshine of a Spotless Mind 😍,😊
"Qué onda con mis redes sociales y whats, están más muertas que la Jenny _EMO",😭
Día 1 de mi cuarentena y me estoy volviendo pinches loca _EMO,😭
_USR Tú eres una gran mujer... La fuerza está contigo💪🏼_EMO️,❤
El color de tú aura según tú nombre Mi aura es #Naranja Porque me llamo Antonio Ignacio _EMO,😊
_USR Ya hasta a mi ex más tóxico que está casado ya le contesté mensajes bb _EMO no voy a aguantar,😭
_USR _USR Pues mi semana me acaba de decir que me quedo sin vacaciones _EMO,🥺
No sé a ustedes amigos pero Ami me encanta los tik tok de _USR Eres hermosa_EMO️🌻,❤
"Estos días he valorado demasiado el tener un hogar 👩🏻‍🤝‍👩🏽, mi 🏠, mi trabajo y la oportunidad de hacerlo desde casa... ¡Casa, te he disfrutado como no había tenido chance de hacerlo! _EMO✨ 🤎",🥺
Weeeee!!!! Acabo de terminar de ver la primera temporada de _USR 🤩✨ es muy buena!!! ¿Creen que alcance a ver las otras antes del 4 de abril? _EMO,🥺
"Ya me acordé porque no me gusta cocinar, esos trastes del mal que nunca se acaban.💔😔_EMO",😭
"En ocasiones siento que cuando me tomo fotos hago una sonrisa muy fake. Pero en esta, en serio me estaban haciendo reír mucho. ✨_EMO _URL",🥺
Cuando este casado y con hijos quiero emular este tweet _EMO,❤
Mitigar todo esto con #Cafecito #Cjijipaneco y panecito dulce... A lo lejos mi amado #SanCris #FelizCumpleaños 🎉🐇🎊🐴💕_EMO️🌹,❤
"Ejercitando el bicep💪 al ritmo de _USR br5tips con karlitaberman y bermanitas ... guardadas en familia _EMO️🧡💛💚☑️✔️🎶🎵 en Mexico City, Mexico _URL",❤
Hace 3 años estaba con mi mapita_EMO💔 como la extraño 😔,🥺
Quiero ver a mi novio y no sólo a través de la pantalla_EMO,😭
Me esponjan bien bonito los hot cakes y saben bien dulces 🤤_EMO,❤
Aprende a perdonar porque tu también te equivocas. Buenas noches a descansar y a soñar bonito paz y _EMO️,❤
"_USR _USR 😁 Mira creo que es tiempo de proponer y ayudar, ahora más que nunca 🙏🏽 estoy seguro que tu tienes mucho que aportar _EMO _URL",😊
Maldito encierro ¡ME ESTÁN DANDO GANAS DE TATUARME! _EMO . . . . . Es algo chiquito 😫🤗 _URL,🥺
"Cuídate mucho, que te quiero seguir viendo #313. _EMO️",❤
"Recordar es facil para quien tiene memoria, olvidar es dificil para quien 🤔☹️😕 tiene corazón. _EMO️ _URL",❤
Solo quedan los recuerdos de aquel buen semestre _EMO _URL,🥺
"Hoy me dijeron. quiero darle todos los estudios a mi niña para que sea como la niña con futuro, y yo con mi carita así _EMO.",🥺
Gracias a las 70 personas que me acompañaron en este directo de 4 horas _EMO,❤
Acabo de dar con el hilo de _USR y estoy llorando junto a mi esposo con la historia. _EMO,😭
"Así se lleva a MÉXICO en la piel. 🇲🇽_EMO️⚽ #ElCieloYaNoEsElLímite en Tijuana, Baja California _URL",❤
Pff que difícil!! En respuesta a _USR Mis series favoritas son: 1. Friends 2. RuPaul’s Drag Race 3. Queer as Folk 4. Gracie & Frankie 5. American Horror Story Ay nadie me va amar después de esa lista _EMO Ahora pos veamos a _USR _USR _USR _USR,😭
LE ENCANTÓ Y DICE QUE SE LO VA A HACER CONMIGO🥰_EMO️🕊,❤
"_USR _USR _USR _USR _USR _USR _USR Es una alineación de lujo 🤗👏. El platicaba siempre con mucho cariño de todos ustedes en ese viaje, para él fue muy grato e inolvidable _EMO",😊
"Poniendo una foto de un gato/ Quitando la foto del gato Cabe aclarar que no me gustan los gatos, pero sí los memes. _EMO (yo soy el que puso y quitó al gato). _URL",🥺
"Thank 🙏 you for putting a _EMO smile on our faces in these difficult times. We are all in this 🌍🌏🌎together. And we hope to see our customers soon, jejelthy and well. Did you know that we are literally the lowest price… _URL",😊
シャチ丸と#おうち時間 _EMO️ そーいえばシャチ好きもう一人いたわ。🐶 ライバルやな。 ・ ・ #orca#megusta#amigo#micasa#relaxtime#シャチ#おうち時間#可愛すぎる#わんこ#遠吠え#楽しい時間#家遊び#友達#ごめんだけど#あたしは#猫派だよ#千葉さら _URL,❤
Este Viernes publicaremos la 1ra parte de nuestro Extended Set con _USR grabado hace unos días en el Ajusco! 🔊💥🎶🖤 Muchas gracias a jorgeponcefilms funktionone_mexico _USR por hacerlo posible _EMO🙏… _URL,😊
"Si he hecho ejercicio durante la cuarentena pero me siento más vaca que antes de estar en cuarenta, ya estoy harta de esto ptm _EMO",🥺
Cerró gorditas y antojitos mexicanos “Doña pelos” _EMO _URL,😭
Lo que daría por tener un jardín en estos momentos _EMO,🥺
"""Hay perdón por no responderte en 3 días estaba ocupada"" Si ntp no pasa nada, aquí esta tu pendejo para la hora que tu quieras _EMO",😊
"Cuando creía que a estas horas estaría haciendo mi maleta para irme a mi casa y pasar la cuarentena oficialmente con mi familia, me dicen que no _EMO💔",😭
Estaba viendo fotos de cuando fui a Londres y por mi mente pasaba el quien sabe si regreses xq peligras a qué te de el Covid y no xq no trabajes para ir _EMO y chillé,😭
#djslife🎧 #musicitsmylife_EMO️ #housemusic #liveyourlife #oldiesmusic #pionnerdj #greatmoments #partytime en Ciudad de Mexico CDMX _URL,❤
_USR _USR _USR Acá algo de lo que hacen bien _EMO pensado para estos momentos de reclusión creativa y unida _URL,😊
👉🏼🏠👉🏼🙏🏼👉🏼😷👉🏼👁👉🏼_EMO👉🏼✅ #QuedateEnCasa #NoSonVacaciones #CuidemosALosMayoresYPequeños. #SueltoYConfio #DelaManoDeDios _USR _USR #XlasYlosTrabajadores _USR,🥺
Todo pasará... Tengamos Fé 🙏🏻 y vibremos alto _EMO️ Hoy #yomequedoencasa pero pronto conocerás el rainbowtourmx 🦄🌈 en Bobo _URL,❤
-¿Qué es lo primero que harás terminando esto? -Escaparme a tomar fotos y abrazar a un par de personas _EMO️ Fotaza por el ernestovivazq . . . . . #photosinosmx #igerslp #pasionxslp #pasionxsanluis #sunshine #early… _URL,❤
El sobrino de mi profe de matemáticas está bien guapo_EMO,🥺
#djslife #musicitsmylife_EMO️ #partytime #pionnerdj #housemusic #oldiesmusic #greatmoments #liveyourlife en Ciudad de Mexico CDMX _URL,❤
"Aun así te sigo extrañando, esperándote aquí físicamente con un lugar. Porque en mi mente y mi corazón siempre estás. Miss you _EMO💓",😭
"_USR Yo también _EMO ¿ves la plantita en el marco de la ventana? Es de mi maceta del MUAC ¿te acuerdas?, no podía dejarla en mi cubículo, solita.",😊
#PaseDeLista _USR 9 pm _USR 10 pm _EMO️ 🇲🇽 🙏 ⚖️ _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _URL,❤
"Hoy 31-03-2020 es un día último del mes, este día es muy importante para mí ya que mañana será 01-04-2020 y hoy e decidido entender que ya no abra un a lo mejor , hoy e decidido decir ya fue.Ella es felíz, ella es arte y tengo que aprender a perder. Mañana empiezo un reinicio💔_EMO",🥺
"#motherhood is in the jejert of the beholder. _EMO️ en Ures, Sonora _URL",❤
Mi novio está bien hermoso y me encanta un chingo y ya quiero verlooooo. _EMO🤤,🥺
Dancing Queen 👑💋_EMO️ #Selena25 #SelenaQuintanilla _URL,❤
_EMOLOS EXTRAÑO! Es el Día del Taco y toca celebrarlo desde casa 🌮 _URL,🥺
Mi gran inspiración en mi tesis desde que empezó la cuarentena ha sido de 7 MALDITAS PERRAS HOJAS. 🙇🏻‍♀️_EMO,😭
_USR Te vas a ir al infierno pecadoraaaaa😱😱😱 jaja saludos pequeña_EMO,😊
"Toda historia de amor es hermosa, pero la nuestra es mi favorita💏_EMO en San Sebastian, Guasave Sinaloa. _URL",❤
"Oigan, sólo quería decir que AMO las clases de genética del Dr. Cervantes, incluso en Zoom sigue siendo un crack._EMO",🥺
"Aunque me daba muchísimo más miedo intentarlo, el “no” ya lo tenía así que aquí voy _EMO",🥺
"Y sí, te extraño, pero la vida es así y hay que seguir._EMO",🥺
Amikos soy una persona muy floja y hoy empecé a hacer estos ejercicios después de trabajar y neta parezco Bambi recién nacido _EMO Sé que les vale 🍆 pero a mi me vale más que les valga. Bai 🏃🏽‍♀️ _URL,🥺
"Hasta mañana descansen solo Paso a desearles que tengan una hermosa y bendecida noche, sueñen lindo!!!! 🙏🏽_EMO️ _URL",❤
"_USR Don’t you dare you little bitch, I love u 🔫😠_EMO️",❤
Día #17 en casa ya no pude más tuve que salir _USR llega a Cuautitlán Porfi _EMO💔 _URL,😭
Mi vida por una hamburguesa de _USR (de pollo) con mil papas y una cocaaaaaa _EMO🐷. Alguieeeen???? 🤨😔,😭
#PMPHOTOASSIGNMENTS from #Mexico _EMO️ huge fan of you _USR 🙏🏻 I just follow all your recommendations and you became my photo teacher!!!!! _URL,❤
"El mejor día de tu vida, el día que conoces a tu alma gemela. 💜_EMO",😭
Mi novi hermoso se aventó toda la saga de crepúsculo conmigo 🥰_EMO️,❤
"Me acaban de poner ""Ya eres la mejor senior"" Voy a dormir muy feliz!_EMO✨",🥺
"Siempre que recuerdo la forma en que murió Selena me da un perrrrrro coraje, si me enojo de verdad _EMO",🥺
"""Cuando estamos con la persona correcta, somos felices hasta en el momento mas simple, los lujos no son nada cuando la persona lo es todo""✨_EMO️",❤
"Jjun ~~~~~ ¡Que guapo! 💚 . . Se le extraña, se les extraña _EMO . . #KIMHYUNGJUN _URL",😭
Ya quiero que sea Navidad y todos nos estemos abrazando!!!_EMO,🥺
¡Aquí te dejamos la producción más reciente de la leonesa A Viscaya! 🔥_EMO️ 👉🏼¡COMPARTE EL TALENTO LOCAL! 💥😍 _URL,❤
Me duele la cabeza y debo seguir en la clase en línea. _EMO,😭
Quiero con todas mis fuerzas y ganas y deseos cantar Tu y yo somos uno mismo bien peda en el karaoke del manguito _EMO,🥺
"Si eso sientes tu, imagínate yo que soy una simple mortal. _EMO",🥺
Mi amigo me dijo que solo que yo le mandaba fotos en calzones JAJAJAJAJAJAJA hasta me mandó una foto de su cara todo triste porque solo fue un sueño JAJAJAJAJAJAJA Que crazy😂_EMO,❤
Cuarentena mood... MCU marathon con mi chiqui _USR _EMO️💙,❤
"_USR _USR No tendré ni fiesta de cumpleaños ni vacaciones , que más puede pasar _EMO",😭
Les voy a contar algo que me pone _EMO jaja mi mamá ama RBD (por mi claramente) y odio cuando llama a Poncho “Alfonso Herrera” lo siento muy rudo jaja bueno bye _USR ♥️,🥺
Un amigo me contó que soño que yo le mandaba foto en calzones JAJAJAJAJA hasta me mandó una foto de su cara toda triste al darse cuenta de que solo fue un sueño JAJAJAJAJAJAJAJAJAJJAJA AMO A MIS AMIGOS BIEN KBRON😂_EMO,❤
Sean emprendedoras 🙊 Vale muchísimo la pena 😍💖_EMO conocen en el camino a personas maravillosas de todo MX💜,🥺
"El 9 de Abril Paty y yo cumplimos año y medio y nuestra gatita cumple un año, y no saben cuanto me duele que no podremos estar las 3 juntas ese día_EMO💔 _URL",🥺
No entendía porqué me levanté tan triste y recordé que hoy se cumplen 25 años que murió Selena 😥_EMO💔,😭
Estoy triste porque existen o algunas vez existieron y yo nos las tengo _EMO,🥺
Como va su nochecita? no me digan jaja seguro que suuuper! Aqui igual cerrando filas con el calors de to' los dias! _EMO Bonita noche! Un abraxxxxito.:))),😊
Imaginen un _USR por contingencia que _USR _USR _USR _USR se juntaran desde sus respectivas casas y nos hicieran las tardes como antes _EMO,🥺
"Wei ya deja de odiarme, que feo que vivas TODA tu vida así _EMO",🥺
"🛥 . . . #latepost #Vacaciones2020✈️ #1ravez🇲🇽 #IslaMujeres #Cancún #200326 #Happyday #Tequila #Music #Snorkel #Barcohundido #Lafamilia #Perú🇵🇪_EMO️ en Isla Mujeres Cancun, Quintana Roo _URL",❤
_USR Lindo cuento! Gracias x compartir el espacio de mis PEQUES Adorados! Linda noche! LQ.:) _EMO,😊
_USR Cuando salgamos te pones uno y me lo presumes _EMO️,❤
"_USR Ya había empezado pero hoy lo comenzaré a leer y terminarlo, OK! _EMO️",❤
"_USR Siii, ya este semestre terminaba la uní _EMO el tuyo igual no?",🥺
"_USR Muy difícil llegar ahí, pero nada es imposible, cuando se llegue ahí, nada detendrá el amar._EMO️🌹🙏😘",❤
"Ya estoy aprendiendo a cocinar en esta cuarentena y todavía preguntas si te amo ?_EMO️... no la riegues por fa , lávate las manitas 🥰🥰",❤
Que privilegio estar en el primer show de _USR en el #EventoOye l. Lo disfruté mucho! Éxito 🤗_EMO️ _USR en Auditorio Nacional _URL,❤
"_USR Ya no es de día, pero los buenos deseos nunca faltan, que tengas un hermosa noche, besos🌹😘_EMO️",❤
Hoy me arregle con toda la calma del mundo... _EMO💆🏻‍♀️✌🏻 . . . #makeupbag #unicorn #lovemakeup #lifestyle #makeup #makeuplover #makeupoftheday #glam #makeupartist #lipbalm #makeupaddict #love #pictures #picoftheday… _URL,😊
_USR _USR Un milagro el nacimiento de un ser humano _EMO️🙏,❤
"25 años desde que nos arrebataron a Selena Quintanilla, nunca te lo perdonaré Yolanda Saldivar 😤_EMO",🥺
Juntos saldremos adelante 💚_EMO Esto es solo una turbulencia y mañana volaremos con más fuerza!!! ✈ #fuerzaviva #estamoscontigoviva #familiaviva #Vivaaerobus _URL,❤
Por #COVIDー19 #cuarentena me va a tocar hacer 4 turnos en 24 horas. 24 horas en cabina _EMO,🥺
Esta canción me acordó a un momento muy bonito _EMO️ _URL,❤
_USR Ahora sí en cuanto termine invítame a correr..._EMO️🥰 _URL,❤
Es súper bonito encontrarse con niñas que están rodeadas de mucho amor _EMO️ Diana Laura 👑 [villegasdíaz] fotografía + desarrollo conceptual _URL _URL,❤
"Acabooooode entrar en panicoooooo Siempre me ha gustando mucho compartir mi espiritualidad y si me gusta cuando las personas se dan la oportunidad de ver (cuando publico o comparto) las cosas que hago con mi grupo de la iglesia, peeeeero NUMCA HABIA LLEGADO TAN LEJOS.... Vean_EMO _URL",🥺
"#elamordemivida _USR te amo princesita, gracias por tan bella sorpresa _EMO _URL",❤
Esta vez quiero que se den bien las cosas con esta persona_EMO,❤
Pues yo digo que chale _EMO . . _USR en Condesa _URL,🥺
Juntos saldremos adelante 💚_EMO Esto es solo una turbulencia y mañana volaremos con más fuerza!!! ✈ #fuerzaviva #estamoscontigoviva #familiaviva #Vivaaerobus _URL _URL,❤
_USR Ayyy yo lo veo como el lugar donde quiero vivir un día _EMO jaja,🥺
Jajaja hay noooo como extraño a mis amiguitos maquilocos y chismear en el almuerzo y comida en cafeteria!! _EMO _URL,🥺
"Estamos seguros que saldremos de esta situación. Tarea de todos; así que familia, amigos, compañeros...💚 Cuidense porfavor, tenemos muchos momentos más por vivir, cosas por hacer, sueños por cumplir. _EMO😉 _URL",❤
"Para los que piden de culo, no es mucho pero ahí ta!! 😅 Saludos!!! _EMO _URL",😊
Ningún macho puede resistirse a esos actos de hembra _EMO,❤
"_USR Estoy igual, llevo varios días en que no me puedo acabar ni una _EMO khastapasandaaa",😭
_USR _USR _USR No llega hasta mi casa amex _EMO tengo muy pocas opciones por acá...,🥺
"Ironías de la vida, un día llorando en mixcoac y otro riendo de todas las locuras generadas, ¿cuál será la siguiente? 🐰🌵_EMO️4️⃣🍺 en Salón Corona _URL",❤
"_USR Sí, ya sé, hasta tengo las manos irritadas de tanto lavármelas. Lo único que podemos hacer es cuidarnos de todas las formas que podamos _EMO",😊
"Fue un día muy triste _EMO😢 @ Tijuana, Baja California _URL",🥺
"Verlo después de casi 4 meses aunque sea 10 minutos me reconfortó mucho, me hace enojar pero cómo lo quiero. _EMO",🥺
"_USR La “Doña Pelos”, también “La Chismosa” de la Avenida Colosio !! 😱_EMO",😭
De verdad que aveces si me pasan cosas bonitas 🤩_EMO️ _URL,❤
"Algo sp weird, es que ya me h a r t e de lo que hace mi mamá _EMO",🥺
Adios isla mujeres🙏 Ultimo dia de trabajo_EMO Regresaremos pronto y mas fuertes😙 #QuedemonosEnCasa _URL,😭
"_USR Te amoooooooo preciosa, ya que pase esto nos desquitamos. Te mando un abrazote. Te extraño mucho _EMO",🥺
Extraño escuchar tu voz diciéndome “dame un beso”_EMO,🥺
_USR _USR Vamos bien #QuedateEnCasaYa #COVIDー19 😷_EMO️👌,❤
_USR Jajaja para luego terminar junta 9 pm... último correo 9:20 _EMO,😭
_USR _USR Por un momento pensé que eran una edición especial Buzz Lightyear o algo así... Esta chidos _EMO,😊
¿Seguirán saliendo a lo pendejo de sus casas o esperarán a que haya más muertos? 😡🤬_EMO,😭
"Te envidio mucho 🌒 porque tú si la puedes ver... dile cuánto la amo y cuánto deseo que sea feliz, no importa a donde valla o donde esté la 🌒 siempre será l misma para los 2 _EMO️ _URL",❤
"La verdad es que ya no iba a hacer ningún video porque me hicieron enojar regresando a sus perfiles habituales, pero... quería agradecerles por tomarse el tiempo de responder _EMO️ #WonhoIsKihyunsStrength #뒤돌아보면_네가_나를_보고있을까 _USR _USR _URL",❤
"Este cierre si que estuvo pesado, seguimos al pie del cañón #yaquieroirmeacasa _EMO",🥺
Me dan ganas de chillar cada que veo que alguien me agrega a clos frens _EMO,🥺
"Toma el camino correcto, si tienes miedo a intentarlo es porque lo estás deseando. El miedo te indica claramente que debes hacerlo..._EMO _URL",❤
"Amo a mis amigos, prdon que luego no los valore como se merecen. _EMO️",❤
¿Me ayudan a explotar de _EMO️ este tweet? A ver si los hacemos ganar 100 dólares para el premio,❤
Trabajo en una empresa de recolección de basura y de verdad que admiro el trabajo del área de operaciones en esta pandemia... mis respetos.... simplemente nosotros no podemos dejar de laborar _EMO🙌🏼,🥺
"No me quiero ni imaginar como se debe sentie Mario respecto a todo esto :'(((( ay no, es un angelito que solo se merece lo mas bonito del mundo 🙏🏻_EMO♡",🥺
_USR es muy dificil pero esos esfuerzos siempre riden frutos _EMO👏🏻👏🏻👏🏻👏🏻🙃,😊
"Por un descuido mío, 2 alumnos supieron mi número de cel y ahora ya lo rolaron jaja_EMO",😭
"_USR A mí no me gustó ""Milagro en la celda 7"", pésima... Me hizo llorar mucho _EMO",🥺
#PastoralDeLaComunicación 👨🏽‍💻📚| Es importante que conozcas cuáles son las páginas oficiales de nuestra comunidad parroquial de donde te informas. ¡Síguenos y mantente informado! _EMO️ #QuédateEnCasa #OraEnFamilia _URL,❤
Un _EMO️ y hago un video probándome los cockrings que tengo.,❤
Milagro en la celda 7 no me gustó NADA... Me hizo llorar demasiado _EMO,🥺
Yo quisiera encuarentenarme con un Guanajuatense _EMO,🥺
Estoy viendo Shrek 2 con mis papás y mis hermanas. ¿Puede algo ser mejor que esto? 😍_EMO♥️,🥺
Pues que siempre si tengo que ir mañana a la audiencia 😢 por no tener hijos me toca a mi _EMO,😭
"No me gusta vivir cerca del seguro y la cruz roja, escuchar las ambulancias me ponen nervioso _EMO",😭
_USR _USR A los dos le salió marriage ☻👀_EMO pido ser madrina de tortillas jaja,❤
si fuera verdad que muy pronto este mundo se va acabar yo no me pienso morir sin volverte a besar 🎶_EMO,🥺
_USR Anyone antiMexican is at the lowest bottom of my sympathy _EMO,😊
"_USR _USR _USR _USR _USR _USR Jajaja no se preocupen, no es algo que puedan hacer uds porque ya se acabó el tiempo_EMO",😭
"_USR Ahorita no van a querer porque no hay agua. Tengo una en casa de mi abuela, la limpiaron hace dos días y aún no la han podido llenar jaja_EMO",🥺
POR QUE SABEMOS QUE ESTO PASARÁ... 👨‍👩‍👦‍👦_EMO️🛫🌅🐬⛱️ NOS ESTAMOS PREPARANDO PARA RECIBIRLOS GETRAVEL Y CANCUNCARDS LO HACEMOS… _URL,❤
"No mames que chingon!!! _EMO Extraño a mi papá, el tal vez no entendía ni madres de juegos, pero al menos de vez en cuando se sentaba a jugar conmigo (sobre todo Midnight club) y yo siempre le ganaba jaja que días...",🥺
#Alegremos la noche con algo diferente!!! #Cachorros en acción _EMO️🐩🐕,❤
la depresión post europa estuvo muy cabrona pero nadie me dijo que la depresión post cancún iba a estar peor _EMO,🥺
"_USR Te agradezco enormemente tus palabras Claudia. Es reciproco todo lo bueno, y es un honor convivir por redes sociales con tan grata persona que eres en muchos sentidos. 🙏_EMO",😊
"_USR Pero lo hubieran hecho anti-tercer mundo, nosotros qué culpa _EMO",🥺
Mi novio me compró unas tortuguitas... Originalmente se iban a llamar Elvis y James... Pero se van a llamar memela y tlacoyo _EMO️ _URL,❤
"No dimensionas lo mucho que me encanatas, eres el mejor novio _EMO _URL",❤
"Mi hermano está en mar de lágrimas por Milagro en la celda 7, no quiero ver nunca la peli, no quiero llorar. _EMO",🥺
Me dio una mega stalkeadaaaaaaa y siento súper bonito 🙈_EMO️ _URL,❤
"_USR Espero hayas tenido un maravilloso día y que tus enseñanzas queden en cada una de tus bendiciones, _EMO️🌹😘",❤
"No dimensionas lo mucho que me encantas, eres el mejor novio _EMO _URL",❤
"Tengo un chingo de ganas de tomar, tengo mucho alcohol en casa PEEROOO por alguna extraña razón me siento culpable si me pongo a tomar _EMO",🥺
"_USR Gracias Kuchy, hermosa noche, que descanses y tengas un dulce sueño, _EMO️🌹😘",❤
"_USR Gracias a ti hermosa, saludos, bendiciones 🙏_EMO️🌹😘",❤
#fiestaamericana #citadella #distanciaminetosocial #goodvibes #jejertwarming #jejert _EMO️ #SLP en Citadella _URL,❤
¿Si han visto a esa modelos guapísimas que tienen novios feitos y con panista y bien fieles? Pues estoy disponible _EMO,😊
_USR cuando te vea te voy a terminar asfixiando por todos los abrazos que tengo guardados para ti desde hace cuatro años. 🤧 Luego no digas que no te avise. _EMO,❤
Tengo ganas de hacer videos hablando de libros de Wattpad _EMO,🥺
Ya hace un año ♥️_EMO de las mejores experiencias de mi vida _URL,😊
_USR _USR Hoy es viernes! Todos los dias es viernes! _EMO Que la sigas pasando bonito! Y no dejes de cuidarte...,😊
"Como amo a mi abue, pero ya me desesperaron sus mil videos del corona que me manda cada día_EMO🤦🏻‍♀️",😭
No me puedo morir sin antes ver a Sam Smith en vivo _EMO,🥺
Ahorita todo muy bien pero soy una workaholic y voy a extrañar mucho ir a la oficina _EMO,😭
"Aunque estemos en cuarentena, les juro que tengo más trabajo que nunca. Y eso es bueno y le agradezco a Dios por ello, pero les juro que ya quiero que sean vacaciones para cumplir la cuarentena viendo Netflix o algo. Les juro que no puedo. _EMO",🥺
"Mi hermana dice que soy su peor cliente, no recuerdo ninguna de mis contraseñas, ni de Infonavit, ni del sat ni de nada. Soy un fracaso como adulto por eso la contraté, para que no me juzgara _EMO",😭
"Me voy a ser alcoholico en esta cuarentena, llevo 4 días bebiendo desde el sábado _EMO",🥺
Regresaría el tiempo a donde pasaba noches con mi mami viendo nuestra serie favorita 💓_EMO️ ...,❤
Ya me había olvidado lo bonito que se siente ver a peter parker llegar al nuevo cuartel de los avengers_EMO♥️,🥺
"Ay, hoy quería pedir tacos y el pinche tacoleto no abrió, los del sur no contestaban y los del mesón tampoco trabajaron hoy _EMO",🥺
"No hay nada más bonito en la vida que escuchar los sones de la Danza de Rubios de Juxtlahuaca, Oaxaca y recordar momentos felices _EMO️🌟🌞",❤
Ando con antojo de una mamada 😈 Dale RT y _EMO si lo quieres. . . . . . Sigueme en _URL _URL,❤
"Hoy la cena está servida , estoy en #motel #kuiki (abierto 24hrs) Sesión fotos y videos #servicio solo en #motel #kuiki Manda #whatsapp 9991754755 y agenda tu cita aquí en #kuiki 😍🌹_EMO️ Próximamente mis packs #escort #sexo #servicios #swinger #promos _URL",❤
"Linda noche a todxs, que este video les provoque una sonrisa _EMO",😊
"De verdad, háganlo. En estos momentos es fácil alegrarle el día a alguien. _EMO️ _URL",❤
Me ignoran 💔. Pero no me importa para nada. PARA NADA DIJE. _EMO,😭
Estoy lo q le sigue de cansada :( y aún tengo cosss q hacer _EMO,🥺
"_USR Lleno de gente amable, cerveza fría y mujeres hermosas... _EMO️",❤
Tengo 57 años y no recuerdo un marzo tan dificil como el que acabará en unos minutos _EMO,🥺
"Dios; mándame 1,000,000 de pesos para sobrevivir esta cuarentena _EMO",😭
"No me he podido ni bañar, que cierre tan destructivo _EMO",😭
"Hola 👑 🦠 quiero decirte que específicamente hoy te odio, no por el hecho de que me hayan corrido del trabajo... si no porque no puedo abrazar a mi Ferchosaurio mientras lloro 😩_EMO",😭
Realidad emprendedora _EMO #COVIDー19 #cuarentena #emprender _URL,😭
#cuarentena para mi pffff por favor el #coronavirus me lo paso por los #egg jaja Xd 😂_EMO #tampico #quedateencasa #love #music #cuarentena #cute #cool #funny #picoftheday #instagood #like #live #tbt en Tampico… _URL,❤
"CORRECAMINOS LANZA CAMPAÑA DE DONACIÓN 🐔🙏🏻_EMO️ _USR encabezado por el Presidente _USR invita a la afición naranja a donar alimentos no perecederos, artículos de limpieza e higiene. 📆 Miercoles 1 de Abril 🏟 Marte R. Gómez ⏰ 9:00AM a 5:00PM #CdVictoria _URL",❤
Un muerto confirmado y a los choquitos tal parece que les vale madre _EMO,🥺
Tengo antojo de coliflor rellena de queso _EMO🤤 #porquesoyasi,🥺
_USR Se pasan de lanza... mendiga raza jaja es que no te vieron con la bella pancita _EMO,😊
